Date,AAPL,MSFT,JPM,XOM,JNJ,TLT
2021-06-10,126.21055607211952,227.69504629744327,129.58421179086963,107.36533741256073,166.12314243930211,86.74152400456417
2021-06-11,128.86319493732344,229.5694191246299,132.5250057382559,106.84902553618619,164.64864205652955,87.27001892603232
2021-06-14,128.82061781296412,233.19537840419946,133.72427801976065,105.8049608870383,165.5632158540705,88.51446326601553
2021-06-15,132.94737563626475,234.52689928115336,136.01275525827347,107.36515469902781,166.4891948914807,88.21532300088573
2021-06-16,136.00201173842422,238.28855438186437,138.1501139545635,107.5182697863451,166.00661568574137,88.3232665475883
2021-06-17,137.76722578678707,239.47506302823385,136.74287629341023,106.65709211480018,165.1032945732666,88.48993904886969
2021-06-18,135.59191706605972,241.70806284437325,137.4406403492631,108.34604595740231,164.0831708037539,88.20508066927938
2021-06-21,136.5053602288708,244.93574238017243,138.06271820821183,108.76833404209394,164.74318266830102,87.70279887400962
2021-06-22,137.46286977878273,243.84418463749483,140.31843576114514,109.80699165348739,163.45852098264524,86.09542744990978
2021-06-23,132.1380416559471,243.52291974003055,138.77030754471264,108.49007515286553,164.47447552062448,86.371421057396
2021-06-24,132.66577129873517,242.14622624880369,137.88517001869346,110.59673820088372,162.56085736291763,86.61308973413084
2021-06-25,132.67259806940885,241.60132775368734,139.87833432685477,112.37524917584913,166.01868631557724,86.5839126014809
2021-06-28,132.52407787228285,238.18350849098425,141.35834997254656,113.15175931118655,167.57405123874867,87.21266957058768
2021-06-29,134.0779813246924,235.94182482974009,142.51440891109382,116.04195025375448,170.7991571582181,87.54110260016283
2021-06-30,134.85149868211832,237.55392754908834,143.54158566059024,117.63680253878469,169.47072916647457,87.47428543370108
2021-07-01,134.59766920573873,236.30082718325738,143.8053645421193,117.35027512480961,168.72145823702027,86.77152680434118
2021-07-02,134.26652308474814,231.21035369548505,143.47501106342423,118.34496227560315,169.38294428996036,86.69808838716791
2021-07-05,136.82293225582305,232.07126163861435,144.73459655048296,118.13215664197142,167.2848453423443,85.68050397944342
2021-07-06,135.4348278313675,230.3767916289926,146.78696943504934,118.88994485546247,165.6072958577265,86.05334026769468
2021-07-07,136.1139974392896,234.013438749888,146.8904499021387,119.88314042107935,164.76874479096827,86.00132081489113
2021-07-08,135.8916289786603,226.58542402200555,146.3271371744705,120.75694616949504,165.30837994846698,86.86193356237395
2021-07-09,134.59535701305353,225.1468601445267,146.6744088524704,120.27426305705805,164.765133171225,86.98493451896914
2021-07-12,133.17633781347274,222.09006844913608,146.1105501395657,118.44674324949061,163.76686165442192,87.29759046627426
2021-07-13,132.09713580853406,221.49007848553774,144.62849200025053,118.98594645019527,165.6052166586641,88.30567674568645
2021-07-14,131.30934377738436,216.53466962949568,142.6353508822269,118.85555271883439,161.95169275436157,87.60589223563959
2021-07-15,132.35201096224284,219.91230551239934,142.46652228854708,116.24885203159305,160.83301875973925,88.76547696797411
2021-07-16,132.997266062268,221.2507290660991,139.75960014011878,115.56593365602974,160.28901653945192,88.92664018841566
2021-07-19,134.355859999579,222.16167074574437,138.3523656861046,111.47146886004592,159.67785208684163,89.4518566792558
2021-07-20,131.8439643399905,219.86464731195827,138.26927570806984,111.83810317592528,159.25340731415568,89.38384170398352
2021-07-21,129.8942198207207,216.49945957650104,137.97220342684534,111.48323733303512,157.89595711940152,88.96852590523346
2021-07-22,127.6369938728843,213.6328658180908,137.38586303724142,111.94499059369538,160.5307656087839,88.8816759455281
2021-07-23,128.1491742946906,215.16531504566527,136.01089869800253,115.44294404784398,160.95056780959683,88.83671283506389
2021-07-26,126.36457817361854,212.53966606069835,138.30214029260554,116.06262632024401,163.4547635862681,89.33533840751194
2021-07-27,124.69599134101627,214.37448418894914,136.50100554200654,115.60734092786146,164.02999932317732,88.83984650605169
2021-07-28,121.85566390769979,210.50106726274998,134.35430872508343,115.0117468148396,162.95541339390553,88.23961099910814
2021-07-29,126.46446869557082,215.30456015373983,135.77263768197957,114.5376096262851,162.23240188073808,88.4987298830007
2021-07-30,125.26630467693104,213.6904512162691,134.6960359725389,113.7571798629717,160.5692339837169,87.01710612706283
2021-08-02,126.3329725572951,209.15585162262678,135.83994173319857,116.25294266765069,160.0027371762712,86.6508072980498
2021-08-03,127.57840990302283,209.6506075926423,136.81725382729505,115.04849401713861,161.92462796817898,87.96330840564364
2021-08-04,123.46725927642417,204.26310321441608,134.3515338409737,112.30029637389424,160.53082060707774,88.43541919346546
2021-08-05,124.36724301796781,204.20751298398773,135.58416655318214,113.63780483709925,160.3913209607676,88.09301795929439
2021-08-06,126.09197400272443,208.98781949141394,132.1671734445391,112.88223473382183,158.26225609719464,88.71314526484296
2021-08-09,127.01612059786774,208.48430982927687,132.0234687653426,114.05459619814727,157.55171848114742,87.0675642685124
2021-08-10,126.55666130075137,207.32583188749737,132.11635564841333,110.75498811087361,156.87200284403605,86.7639990785733
2021-08-11,128.59650591086435,212.07941650506405,133.01172942101624,111.02495222095614,157.35593969613612,86.25999149177028
2021-08-12,130.1434142266967,215.5106715403788,131.57125186001193,110.21111565739412,157.08419431304597,86.25756979199276
2021-08-13,128.7235801558923,212.29465727528893,132.7316384521396,111.34622984661738,158.12848085004214,86.01180022255569
2021-08-16,129.84506135490687,210.9292503948451,132.2996532734959,114.63119747795604,158.68306445207222,84.72912803484773
2021-08-17,134.9685281567675,217.16501090360214,133.96930905560467,114.16006007367383,159.95699087130183,84.18290396337426
2021-08-18,136.32830900106995,218.26544190945393,133.67947971282214,112.54851682612346,160.09528436619883,84.21713085611067
2021-08-19,134.74612504705343,216.02200171122365,132.42156629274209,115.37940706569415,159.5423219175394,84.26563366386941
2021-08-20,135.01423377052188,217.16302995738877,132.40130419841293,114.99680852881207,157.95001338729807,84.38752953538163
2021-08-23,132.61181086248524,214.04439723516919,133.24630499796294,116.87746934628969,159.6897254644459,84.49251356621758
2021-08-24,131.22601442799993,211.55241940550337,130.62909869973595,113.98849897001953,156.15424090074492,83.76295041880346
2021-08-25,130.2741716958604,208.94463195832944,131.255000956682,114.45017807119298,154.64945428869174,84.31796289201822
2021-08-26,131.48041798810888,208.2949055308465,131.14936858368839,117.81217064048387,156.64335211462077,82.93050742941732
2021-08-27,131.5754392621941,206.9559017345355,129.53088637755715,117.40535621765076,156.3093305284798,82.84681004343265
2021-08-30,126.81941986286617,200.8461960396846,128.61538200987462,114.25882909426696,156.33869795638955,82.5091005279787
2021-08-31,128.57927561954796,205.08264250181563,129.43587276706802,111.88405164660561,157.3229465574624,82.02861736478673
2021-09-01,126.4518389497241,202.0621914784638,129.0333171339274,113.777821855458,156.69091609297786,81.62262801601754
2021-09-02,124.77774678564522,200.64096567551456,129.25957314973823,115.5722410497172,158.20878096026624,81.5275031556047
2021-09-03,123.29177743007338,200.27580222344386,129.33925075755263,113.82146969557138,156.5279726151892,81.12254416798673
2021-09-06,122.30191694086486,198.38310717407938,128.0040772319408,115.97627649030821,156.89404206916527,80.88981648205423
2021-09-07,122.11557508293953,198.42712323637213,129.15730779887272,115.5733122594666,157.00595360517585,81.23805641612677
2021-09-08,121.81791294704529,200.69323469013798,130.1496040841822,116.49797178196194,156.76371256047352,81.66288708715095
2021-09-09,121.19586798840673,201.5910728612652,131.6233458307013,117.06646679091374,157.57724952475644,82.88584110563895
2021-09-10,121.90201392052037,201.3018637160162,130.456011858291,115.48609856020113,159.0921413525835,82.51052091169274
2021-09-13,117.60608845475336,197.85243936559078,127.04460546546325,114.11134436558454,158.74710330281715,83.51170399931208
2021-09-14,118.82827975388162,197.9040768152182,127.17968036348731,115.32555013551158,156.61334344718756,83.11822963334053
2021-09-15,118.13507555192923,199.27185719636705,129.03035368512877,114.42922583029662,157.09401838292976,83.46825155575245
2021-09-16,118.87076104143087,200.74285256187707,127.64952316639517,113.91938320365786,156.84578936696525,83.033032616484
2021-09-17,120.77709333333117,202.67601550784377,126.42303656499627,110.10424999922948,155.25724064384062,82.88229837166227
2021-09-20,122.86361234844765,204.24237395636226,128.22502285400805,108.46222633804689,156.35577393440886,82.70219326678078
2021-09-21,122.76581620596666,208.3533696033974,129.47592289484024,107.85209328587224,156.7654833475825,81.58289862176883
2021-09-22,122.8733890896975,209.9843640957958,130.12992011596427,108.93819133776518,158.858794815512,80.8359961668707
2021-09-23,122.50697709419727,209.9301375468981,129.8813773007066,110.55822440528233,158.32299972155838,79.47536397421727
2021-09-24,122.2579138951675,214.59247882354674,129.3306322596665,111.09690998667394,159.67229415206796,80.18875989543474
2021-09-27,123.81959835998597,217.46319781459528,128.7983886062449,110.18186700294002,161.90698531478316,80.98225718622552
2021-09-28,122.99351124744527,218.63160873914921,128.11617522957366,107.81045412733496,163.49859666731342,80.96016104475895
2021-09-29,120.82149127715842,218.00540609009352,126.35039449508186,105.72291785270782,162.4570159493415,81.61471655176673
2021-09-30,120.17037657442162,216.80232096909342,125.41774190999543,106.12105694950382,163.50847107185757,82.03510233234779
2021-10-01,123.35328336041098,220.12331073287663,125.6243795881929,106.50099278968608,166.73122034843817,82.46269398500984
2021-10-04,123.92374995602596,222.50025579458548,124.56589373400519,104.16314370042764,166.90969578070525,82.47812784298229
2021-10-05,124.4832989305539,224.01450050839344,126.48709721553251,103.93047593831277,166.81172244935368,82.77644352236065
2021-10-06,120.68551178750494,221.49804187065,125.17402630509179,105.20591212929932,166.35651947861993,83.13516556388315
2021-10-07,122.6030636600636,226.87392330098828,125.21121952527439,103.35989786838086,163.2150634185661,82.29323659377422
2021-10-08,125.36729685656603,228.6761856717731,126.56834367203267,103.15991314216213,163.80337763631147,81.53332071277559
2021-10-11,124.91984566622708,224.56123699182285,128.46195332068234,101.98916854491452,163.49814037681813,82.01848556842211
2021-10-12,126.01588558558663,223.36603561840366,128.10561646775565,101.74839929980284,164.30876897752665,81.26203190634662
2021-10-13,126.72380201665098,225.73789450804577,127.7493763228822,100.3205493398782,165.35819988339014,81.29000152989207
2021-10-14,126.83503074921413,225.68512171427795,126.39071758937548,97.97588024682372,166.58018926005317,80.9202810756828
2021-10-15,129.13760922593792,230.34488545578913,127.2888532861475,96.15497354484232,165.22000485437565,80.71680376964558
2021-10-18,127.62162707306572,227.48529573380523,127.79576898641423,96.2549088359144,161.36121528289704,81.3006495596451
2021-10-19,131.46271958717367,230.89169786508606,129.508138603115,96.51365872230289,163.0499763508094,81.3297895936497
2021-10-20,130.69901856724528,228.50599279954702,130.7406924527436,97.69851175448545,165.15782564855894,81.98265693738543
2021-10-21,129.40181315537723,224.20960817351875,131.72586982158273,100.1401868782158,164.11441599850102,81.87586992153092
2021-10-22,126.2455706917303,222.77074096321593,128.7975865101286,97.93851163157937,163.9075002899507,81.81774490317505
2021-10-25,125.04149422831989,222.80449133194793,129.27012543796016,98.61147554566412,165.3852805548315,81.94792127846172
2021-10-26,121.63581442834564,222.09685590362176,129.37895917773855,98.14618459712962,166.0815232471745,83.04428275391427
2021-10-27,119.37507951736585,218.14708165678806,127.52951621424042,96.46548469746229,164.39448663602198,82.74954167456681
2021-10-28,117.54660638443416,218.23984052419263,125.75550518018399,97.08362118900321,166.5413421443368,83.38951385337218
2021-10-29,117.72113142504145,218.16434332163377,126.97947620828026,96.6881858653542,165.17170678945644,84.04921118829395
2021-11-01,118.9655087582563,216.54466263648243,125.21398079760398,95.88831869401287,164.90146231947503,84.96231647322982
2021-11-02,118.48957083946911,218.45513895737852,126.26454500542263,93.91175788154808,165.91084019254015,85.4406766114191
2021-11-03,118.02582437080285,222.07098106024043,127.49603941303893,92.62946485924918,166.19365863723863,84.63044681823334
2021-11-04,119.71582055892723,223.32957093300644,128.31021815965698,92.61136379657411,166.73670098360466,85.01704038832504
2021-11-05,120.40426254077664,226.16987972408424,128.69823379248075,91.17893331187096,165.30998050498243,86.47040985166896
2021-11-08,117.96251005204388,219.6372538845844,128.84033748268487,92.22560933465469,164.04702121977107,85.59565437848858
2021-11-09,119.18806335372523,221.45125067110834,128.90321828154586,92.35180927033419,163.97733717105214,86.27473438572217
2021-11-10,116.54480908623478,221.09795812305188,127.00511654093168,92.53724002069532,162.5639129891281,85.62465404163049
2021-11-11,117.0429266084231,221.87294412100155,125.87100460936367,93.61950704393527,164.64138274402086,85.92240238997621
2021-11-12,115.83256157117114,219.86704421212826,124.83216009701272,92.52295137535899,163.69823604518743,85.95538608445764
2021-11-15,114.94302087498501,218.33405203115896,124.9469703419146,91.74851419293313,162.754814414474,87.22549820071016
2021-11-16,112.04419689546926,219.67756315157524,126.49744816451069,90.06558467361545,160.85247333728043,87.10298698108326
2021-11-17,109.72185812338554,214.8658405489776,127.09112774303874,90.04543051565427,160.97540472901412,86.19044100196663
2021-11-18,110.0551136350727,215.54771462237417,127.62761496295639,89.79410979184549,162.4738546256847,86.39463061596963
2021-11-19,106.17188534510926,211.1436410192896,124.85549872643774,87.98109278743074,163.14033502387926,86.6413595433494
2021-11-22,104.13731307133348,208.49968199721903,126.81521191092853,88.3136304431227,162.8966648601183,87.32570395222012
2021-11-23,103.62250906202833,211.03938361585494,126.64069764166959,88.015114377326,164.08445241588757,87.47433921764588
2021-11-24,103.88761784112936,213.48564649029964,128.24926859821753,86.67311432368787,164.62709480069128,87.12873443580153
2021-11-25,105.37061976724611,215.8412150959732,127.88095559593944,85.41222319552504,164.72148026402053,87.01847900623565
2021-11-26,106.35671492511906,215.16747370853176,131.54652703379273,87.47478591369479,164.6684094466968,88.09290861423045
2021-11-29,106.51667309062312,213.4212427027192,133.44421325043453,89.12916742045033,168.6023786227782,87.64498868248488
2021-11-30,106.72007206495206,209.57631866158738,129.18630679633952,89.67029424563825,166.84598624439408,88.41069039590752
2021-12-01,106.53741992311116,210.59800975060372,128.10462157657216,85.66503538513878,168.43383144122996,88.68943597445771
2021-12-02,106.20205913107415,208.37410318821568,127.57674428273346,84.73588546418435,167.8001212856698,88.8773525349738
2021-12-03,108.17991035430849,212.8366845760984,129.02094770903054,86.27166680869267,167.82830823231558,87.364008733175
2021-12-06,106.82269575707863,207.78230857665628,127.4806897590458,87.69550944173315,167.1838720803099,87.55814336742407
2021-12-07,105.5750664852906,204.8860507697927,128.37966299664274,88.1992021077642,166.00581774109992,87.11651833718794
2021-12-08,107.89172456709983,209.21845310820223,129.29247293615543,89.02669853568494,168.2007854803256,86.39482494287692
2021-12-09,107.55678042293961,208.47671390145572,129.14562256206798,89.49047727543147,168.83001226735516,86.6145446513366
2021-12-10,109.39391323414499,207.99920374716763,127.93557490918154,91.43028697802792,169.07764172686927,86.85607225734748
2021-12-13,111.68000496961844,209.87965226955416,127.33048434931133,91.1735257419142,170.39871115579805,86.80031878665476
2021-12-14,114.23403974566388,215.66715156408702,126.09190010820733,89.68163904843361,170.3787928153922,86.23045932003953
2021-12-15,113.64771392763495,217.22457958882845,126.31383850231782,89.94099501949155,171.92024364336703,85.22235902650189
2021-12-16,114.33626322035698,215.3858074435456,125.6883870372405,92.28557956005771,175.51097051165968,85.03410595091603
2021-12-17,112.07462878729321,209.97715517051648,123.9309621721022,91.60795359076802,176.45905729363363,85.9710486641104
2021-12-20,112.20193747244464,210.65390269312917,125.12814078759642,93.41770953523766,174.73174700054963,85.78580504415821
2021-12-21,112.08790833639146,205.5190864609826,125.4666055705531,95.09189308033322,175.73672532417706,85.83302531476029
2021-12-22,109.84879242047195,200.00674518987347,126.04850577114806,95.1364986758248,176.89499462304104,86.60793781949631
2021-12-23,109.0223011340043,199.26907958147854,126.64439996816452,94.39018466683353,175.39246988099356,87.29569119572302
2021-12-24,108.27856861554743,199.89736758154507,125.614360858022,96.01259431410759,176.60888666594622,87.27966108959036
2021-12-27,108.1500851298679,204.4453250226877,127.44968324310945,97.15055796630102,179.15333063333358,87.58212024906645
2021-12-28,107.21965118433097,204.5904834381588,127.55078389433987,97.34137288337939,179.8098519504812,87.23257606674484
2021-12-29,108.63485694360321,204.07081548181603,127.15446856395943,100.41989199009335,177.6978331102358,87.73823833209536
2021-12-30,109.9751825572643,206.31783860092276,125.39976976730517,96.91137280197526,178.0868005900972,88.01412881475241
2021-12-31,108.88061532344841,203.0195454773272,124.78092261733238,96.40152198364895,178.67927073883263,87.7826895708395
2022-01-03,108.4416258037843,202.64201955628852,126.26820550575117,97.29122182856277,178.5297531054064,87.70380442268389
2022-01-04,106.66617182206998,202.51818461082397,124.48043893730035,95.88735520454081,179.23083057534384,87.95231239508105
2022-01-05,106.30518730069858,200.67832966711214,124.38742092349806,97.82049605331738,177.90002369823924,87.64810428644233
2022-01-06,106.91090649887715,201.43640151876963,123.91868579462967,97.28473573281642,177.0564290183934,88.74725774900377
2022-01-07,107.44994074286812,205.5230886231276,123.3150395505961,98.766562853011,178.14604250206347,88.00256107719697
2022-01-10,109.10408033114929,207.19000488637516,123.42617582459852,96.95591707745928,177.75696984053747,87.96455580297305
2022-01-11,109.43897523387432,208.84063489557747,123.80727872408723,97.03913100388493,178.98996427967307,87.42162286461742
2022-01-12,108.51324625049932,203.90383535768845,121.03781968182928,98.93422276742865,176.7902534565821,87.12576055182024
2022-01-13,109.62034395063836,203.60321908383025,122.86879745974993,102.40364069325153,177.14842911251327,88.61402813995501
2022-01-14,110.90339079713769,205.77023557319302,121.94002146162512,102.86541157457711,176.6982102970919,87.86646147549096
2022-01-17,110.06374398579867,204.13562523212107,123.33281753009712,103.76734649450087,177.09233533225046,88.69029221736481
2022-01-18,111.42564203799266,202.35797065633267,123.0967914604173,105.7301522618869,177.69241801201792,89.77599647507544
2022-01-19,109.73446962295439,198.20933445748804,120.7351026794329,104.88000608842533,178.3124774894521,89.1384758793394
2022-01-20,107.68779316812437,196.65367714137489,122.3751104849134,104.21407873545077,179.6897803770113,89.65479858562082
2022-01-21,106.72533395894018,196.49363274586386,121.20861858305726,100.80212236200528,177.82601456374468,89.98170921245305
2022-01-24,105.11241255003416,191.0013458299177,119.2282190383762,98.92208079865347,175.71159780963043,90.58234811434711
2022-01-25,102.68412857790233,189.45286109095798,117.21262964930463,99.11549017155913,175.3075022443505,90.40639062019673
2022-01-26,101.61470073538064,186.5034730021691,114.75291266733852,99.83880632124502,174.75545366239294,90.70857292714304
2022-01-27,100.88390468965576,183.34936614887704,112.65398858229756,98.00651531223254,176.87399369726967,91.13639711180538
2022-01-28,100.55642155466319,183.71574346059077,113.33476801067044,97.24234121188678,179.47460582620295,91.2686071162385
2022-01-31,99.41667122222151,186.54606832077243,114.16142329175358,98.85515532089696,176.62805610139657,91.14487119299912
2022-02-01,99.2969614059362,187.61573072088783,114.20142571953205,99.52084885385705,177.6419778721837,91.86108281860933
2022-02-02,99.71612034411835,188.75690132862306,113.12568732501411,99.60080732321985,179.59541774370544,91.92045337827575
2022-02-03,99.30881306380769,189.44479680511031,113.114598801778,97.31605613118013,177.76709303588996,92.03594944207765
2022-02-04,99.93154395025303,191.23502615299017,114.22415627377099,96.65910134376651,180.34213113574623,91.48543316597699
2022-02-07,100.5375631902542,194.7355755336048,114.56980924920552,92.79857286799626,179.2798351954846,90.96954144456012
2022-02-08,99.40945024136171,192.91650088767756,113.98816949917982,90.83249121959925,176.6726381281393,91.15846808851418
2022-02-09,100.99669811335102,192.97363768306624,115.43424102525377,90.183402069766,178.97959527826788,91.32788351217702
2022-02-10,99.53378872747416,188.98084304814577,114.63761407555631,89.94049172304997,178.54373793186787,91.09258168421212
2022-02-11,99.72046601052564,190.96852854681902,114.18545269466665,89.79741577799108,177.30867367568274,90.94471543784826
2022-02-14,98.39694483880568,185.3073847849494,112.7831611085448,88.94977141732282,176.1328801035595,92.32219182878056
2022-02-15,101.86830847890512,189.02403729179377,111.84699220804288,89.14697522216233,178.90141268911216,92.50381832383341
2022-02-16,100.57101023175939,188.6269232304036,110.74589432348249,85.17152828262913,181.45385380099486,93.47324616047297
2022-02-17,99.54872918065918,186.593120820153,109.79500979676229,85.43022959373515,180.0099780521762,93.5944562344128
2022-02-18,100.16945220572244,184.8379194068292,108.3496997900804,83.94759496184183,180.76385330468884,94.134367811509
2022-02-21,99.12902780932585,186.07073287395912,109.40592849140172,86.62889612376733,181.8326816708898,93.88123808787458
2022-02-22,101.7648279809661,189.6668188886919,110.28469505114414,85.13210783506047,183.41228775562982,94.70314701010456
